蕾米莉亚·斯卡蕾特,,,大小姐,抱头蹲防,东方花映塚,花映塚,鸢尾花,东方封魔录,永远的满月,可爱的恶魔,不可思议之国的爱丽丝,梦机械,月时计,东方妖妖梦,蓬莱人,东风,魂之花,无间之钟,少女曾见的日本原风景,冷吟闲醉,尸体旅行,法界之火,,圣德传说,官板黄昏新闻,辉光之针的小人族,各自的结局,逆转的命运之轮,克服万千之试炼,禁忌之门对侧是此世还是彼世,畜生们的小憩,熙攘市场今何在,,野兽有智慧吗,早已习惯最终孑然一身,幻想的永远祭,,刻符,苦无弹,反击弹,微移,七非,法力经典,,,阿尔特米娜·露妮,心天音,海津岛,真田千子,,,实况主本人,鬼臂,魔爱,铃奈庵,上海爱丽丝幻乐团,人类灵,,钻石风暴,,,完美空间,,,阴阳玉将,,红色不夜城,,半身大悟,海中的人偶,漂溺,粼粼水底之心伤,,跳跃的阴阳玉,,,绿眼怪兽,,娜兹玲灵摆,,云泳大蛇,飞入井中,苍穹中的精灵,,混乱的山谷回音,,面灵气大降伏,,飞行之头,,无限念佛,,卫星幻觉,赏月酒,月狂的九月,月见酒,卫星幻觉,,血腥的深山谋杀,,疯狂闪耀的鬼菜刀,,瞭望的顶级试炼,,不洁之雨,女王珠,彩虹门的另一侧,,命之分水岭,死之妖精,塞符,逻辑长城,,星尘幻想
芙兰朵露·斯卡蕾特,,,二小姐,,东方文花帖,文花帖,风之神社,幽幻乱舞,灵人的休息日,幻想的居民,神社,少女神性,特佩斯的年幼末裔,广有射怪鸟事,飘上月球,森闲,,春之冰精,信仰是为了虚幻之人,云外苍天,业火地幔,感情的摩天楼,,后院的妖怪参拜道,,魔力的雷云,被揭晓的深秘,遥遥38万公里的航程,永远延续的回廊,被秘匿的四个季节,从地下的归还,幻想地下大轨道网,,,双壳贝上的幻觉,童祭,,夜点,针弹,奇数狙,低速封印,八非,弟子狸,东方宝天京,宝天京,可莱娜·古拉托尼,夜宝皇京,海铃莉,鹰藤鸢子,,,残机消失之夜,伊吹瓢,魔霖,鲵吞亭,,大蜈蚣,,芳华绚烂,,,个人空间,,,幻想之月,,绯红恶魔,,月之波纹,昭和之雨,,河童之幻想大瀑布,幻想大瀑布,二重大结界,,看不见的绿眼怪兽,,,灵摆防御,,空中落物的奇迹,犍陀多绳索,妖精大暴走,,强力共振,,最后的三位一体宗教,,辘轳首飞来,,孪生辘轱头,,厕所里的花子小姐,,绯红色的压迫噩梦,,洒星封印,,惊喜之春,,穷僻的山姥,,鬼渡的狱级试炼,,毒液之网,,阴阳窒息,,56亿7千万年的体力劳动,圆管之狐,,远古陷阱,,黑洞边缘
蕾蒂·霍瓦特洛克,,,,,东方风神录,风神录,,战车娘所做的梦,时之风,,永远的乐园,幻想科学,献给已逝公主的七重奏,幽雅地绽放吧墨染的樱花,不死之烟,仰空,,赌上性命去恶作剧,御柱的墓场,黑海中的绯红,灵知的太阳信仰,夜空中的UFO恋曲,,佐渡的二岩,,原初的节拍,灵异任你选,星条旗的小丑,到达有顶天,门再也进不去了,,灭杀龙王的公主,,,不变的日常,华胥之梦,,逢魔,札弹,偶数狙,高速封印,九非,木屐,东方鬼葬剑,鬼葬剑,莱卡洛普娅·赫恩,阿祖尔·斯沃尔,海色叶,尼克斯,,,伊吹小秋,星熊杯,文九,雾之湖,,土蜘蛛,,卷柏9,,,冰冻演艺人,,,飞翔于天空的不可思议的巫女,,现世斩,,月之都市,稻草人偶神风,,,延展手臂,神灵宝珠,开花爷爷,,,大轮,唐伞光晕,,冰柱机枪,飞跃彩虹,三月精,,山彦的本领发挥回音,,极限火花,,第九个头,,满月咆哮,,掩星,,愁永远之梦,愁梦,星星心心洒,,山狗的散步,,狛犬大回转,,龟甲地狱,,燃烧的油雨,,星火燎原乱舞,星火燎原,钱和死一样沾得越多就越忙,混入贪婪的动物灵中吧,,弹幕金字塔,,究极火花
橙,,,橙喵,,东方绯想天,绯想天,,远野之森,,,灵魂安息之所,魔女们的舞会,魔法少女们的百年祭,妖妖跋扈,月见草,幽境,,时刻旺盛的好奇心,神圣庄严的古战场,天衣无缝,哈德曼的妖怪少女,平安时代的外星人,,神社的新风,,小槌的魔力,七玉搜集大摊牌,故乡之星倒映之海,凭坐挟于梦境与现实之间,秘神摩多罗,,风暴过后的星期日,,,所爱所怜的日常,科学世纪的少年少女,,灵界,鳞弹,奇数弹,低封,十非,有钱能使鬼推磨,东方梦旧市,梦旧市,莉莉布莱克,八百目实,海水面,修普,,,幻想乡的新月,绯想之剑,世界美咲剧场,红魔馆,幽闭星光,夜雀,,彩虹的风铃,彩虹风铃,,广范围操纵人偶,,,极限火花,,未来永劫斩,,完美冻结,水户的光圀,,回转顶板,水皿,潜伏在界线内侧的灵与不可思议的巫女,,小白的灰烬,,,,你好被遗忘的世界,妖精旋转,井下的毁灭者,棱镜闪光,,激动呀呼,,闪亮之星,,杜拉罕之夜,,,死后之旅,被诅咒的历代校长的肖像,,刈安色的错综迷梦,迷梦,小行星带噩梦,,,狛犬旋转,阿吽的闪光,,邪道之鬼畜生,鬼畜生,不洁的鲜血之网,,虹彩陆离乱舞,虹彩陆离,奇迹五角星,龟甲地狱,,,推流人偶,二重火花
爱丽丝·玛格特洛依德,,,,,东方地灵殿,地灵殿,,传说中的仙境,,,,魔女们的舞踏会,比红色更虚无的永远,少女幻葬,幽玄的枫树,稀客,,午夜的妖精舞会,明日之盛,有顶天变,地灵们的归家,妖怪寺,,,,非常非常神奇的道具们,公正的争夺,前所未见的噩梦世界,今宵是飘逸的利己主义者,不自然的自然,,虹色的世界,,,迈向生死更迭的世界,梦境与现实的境界,,完美无缺,铳弹,偶数弹,高封,道中非,鬼推磨,东方催狐谭,催狐谭,玛格丽特·勒夏,八衢明伎,海尾张,艾科托塔,,,七份草莓圣代,绯想剑,美咲,大图书馆,森罗万象,猫又,,华想梦葛,梦葛,,操纵人偶,,,究极火花,,惊梦,,冷冻之神,人偶变光星,岐符,猿田彦神之岔路,,极限火花,剪舌麻雀,,,,雨伞的星之追忆,,冷冻洒水器,桦黄小町,钻石之环,,雨伞旋风,,卫星幻觉,,月下的犬齿,犬齿,不死之身的舍身击,,夜间学校怪谈云游,,梦我梦中,捕梦网,佛罚的秋台风,,蜷缩而死,,月狂梦击,,龙纹弹,,多雨的洞穴,光马,,,眨眼飞刀地狱,吉吊大结界,虚符,推流提线木偶,,子夜之女王
莉莉霍瓦特,,,莉莉白,莉莉黑,东方星莲船,星莲船,,博丽神社境内,,,,二色莲花蝶,红楼,春风之梦,东方妖怪小町,红夜,,燃起犯规的狼烟,昨日之俗,幼小的有顶天,能源黎明,空中的归路,,,,,对跖点之钟,从神社所见之月,凭投依合,白色旅人,,,,,,广重36号,,无欠,杆菌弹,弹幕,左右封,一符,肉体强化地藏,东方祈华梦,祈华梦,索妮亚·冯·奥尔斯佩,绊锣币顷,黑波,灯笼坂爱美,,,星海天下,要石,双七,魔法森林,瑶山百灵,管狐,,彩光乱舞,,,冰霜方阵,冰袭方阵,,星尘幻想,,华胥的永眠,,灵魂噪音流,邪马台国,,风神木叶隐身术,,究极火花,舌切雀,大葛笼与小葛笼,,,超防水干爽伞妖,,超级冰踢,细雪的过客,蓝色偏移,,借由欲望的恢复,,掠日彗星,,星形齿,,渴望鲜血的狼牙,,假肢变形,,绀色的狂梦,狂梦,见越入道云,,单人式阿吽的呼吸,,团子花,,,弓兵埴轮,地下溪流,,天马行空乱舞,天马行空,血振魍魉,龙纹弹,,碎片大数据,,大祸津日
露娜萨·普莉兹姆利巴,,,,,东方非想天则,非想天则,,夕阳下落,,,,天鹅绒少女战,,樱花樱花,,战迅,,以犯规对不可能的弹幕,明日之盛昨日之俗,暮色苍然,,,,,,,竹林大火,宇宙巫女归还,连带责人,,,,,,,53分钟的蓝色大海,,异变石,小星弹,狙,上下封,二符,龙之烟管,东方栖霞园,栖霞园,伊莉菲亚·玛修,钵特摩·罗刹娑,花锦,卡特琳娜·铃,,,池田恒基,绀珠之药,双七组,香霖堂,槐南茶馆,尸解仙,,极彩台风,,,延长的冬日,,,闪亮之星,,地上的彗星,,莉莉卡现场独奏,毒气花园,,,天狗颪,龙流星,,,丑时参拜,化铁,备用伞特急夜晚狂欢号,伞车,剑式制冰器,水色绒毯,星辰激光,毒爪,,,毫秒脉冲星,,满月的远吠,远吠,江户之花,,巨龙之啸,,乌合的二重咒,乌合,忏悔的杀风,,即席菩提,,狂蝶,,熟练弓兵埴轮,,大风暴惊喜,,光风霁月,,满员御礼弹币红包,天马十字,,只消醉心射鹿的美好记忆,射鹿,
梅露兰·普莉兹姆利巴,,,,,妖精大战争,大战争,,封魔终演,,,,俄耳甫斯的诗,,,,祸机,,浪漫逃飞行,山脚的神社,东方绯想天,,,,,,,华狭间的战场,,合缘奇缘,,,,,,,青木原的传说,,异变敌,大星弹,,走位,三符,画面的界线,东方眠世界,眠世界,神宫寺祈,风岚梅姬,金流,青草实夕,,,矢川忍,贤者之石,千年组,置行堀,凋叶棕,鸦天狗,,火神之光,,,花之凋零,,,太阳仪,,萤光现象,,快乐的灵魂,狼狈逃脱,风神,二百十日,,星尘幻想,,丑时参拜第七日,,,,问答无用妖怪拳,急冻大气,狂犬断噬,三重陨石,,剧毒杀害,,闪亮突进,天狼,高速猛扑,,复活,,飞鹰信标,,秽身探知型水雷,,下仆火花,,活体巨大弹宠物,巨大弹,劫火的希望,,,剑士埴轮,风暴出航,,献给无主的供物,无主的供物,清水火焰喷射器,天马烟花连射,,无效交流,,梦想封印
莉莉卡·普莉兹姆利巴,,,,,东方神灵庙,神灵庙,,,,,,新幻想,,,,碎月,,永远的三日天下,神明降下恩惠之雨,,,,,,,,现世的秘术师,,异心同体,,,,,,,最澄澈的空与海,,人妖槽,星弹,,安定,四符,万宝槌,东方远空界,远空界,神无月绘光,金吉利利,清川,天白鹭剪世树,,,砂砾籽,万宝槌,鸟兽伎乐,再思之道,豚乙女,白狼天狗,,三石塔的震动,三石塔,,桌灵转,,,太阳系仪,蠢符,,,梅露兰快乐演奏,雾中火箭,,,幻想风靡,逃逸速度,,怪力乱神,,,天海地狱冲,,瞬间冷冻光线,离断的棱边,寒冰熔解器,,不死杀人鬼,,佛罚的秋台风,,祇园精舍的钟声,,过剩走火入魔,,猿之手啊捏碎敌人,,众神的光辉弹冠,弹冠,入道丛云风水拳,,业火救济,业火,杀人鬼之怀,,熟练剑士埴轮,,贪欲亡者们的海域,,弹幕收集狂的妄执,,涧流不息,孤注一掷,,潮盈珠,,二重结界
魂魄妖梦,魂魄,妖梦,,,东方心绮楼,心绮楼,,,,,,奥尔良的圣骑士,,,,,,噩梦日记,,,,,,,,,容貌错乱,,豪言壮语,,,,,,,欢迎来到月面旅行团,,信号槽,星弹,,安定点,五符,要石,东方资志疏,资志疏,虚城妃奏华,水混祐毋,刺田严姬,雪村布返,,,岁月之痕,异变石,姬乌冬,无缘塚,魂音泉,大天狗,,熔岩环石阵,熔岩带,,凤凰展翅,凤凰卵,,星尘幻想,,夜虫龙卷,,吵闹的忧郁,猛毒气息,,无双风神,,闪亮之星,,罪人不释之枷,罪枷,连打,,,冰霜方阵,遭放逐者的约定之地,猎户座腰带,,贪分欲吞噬者,贪分欲,见越入道云,,,无耳芳一,花蝶风月,,低速的务光,,孤翼的白鹭,片翼的白鹭,入道丛云水泡弹拳,竹符,竹之狂舞,,101野犬,,,马兵埴轮,村纱船长的不幸出航,,弹幕自由市场,,延迟性管狐弹,胃袋勘探机,,无尽的山洪,,无间缩结界
西行寺幽幽子,西行寺,幽幽子,,,东方辉针城,辉针城,,,,,,樱花之恋塚,,,,,,收藏家的忧郁午后,,,,,,,,,,,智略纵横,,,,,,,天空的格林尼治,,信仰槽,钱弹,,安定线,六符,吸血鬼之牙,东方真珠岛,真珠岛,岩渊永,王邪魅,大伴家珠叶,夜花铁子,,,纯梦,注连绳,不死组,迷途竹林,,钓瓶落,,水银之毒,,,晴明大纹,晴明,,小行星带,,永夜蛰居,,露娜萨现场独奏,隐形半月,,天上天下的照国,照国,流星雨,,,大江山岚,,帝王海妖来袭,,碎冰龙卷,干燥尻子玉,咄咄逼人的光亮,,孤魂野鬼,,忏悔的杀风,,平家的大怨灵,,僵尸之爪,,到死都会实现愿望的猴爪,,,地狱月食,三千大千世界之主,,忘却你的名字,,喷薄的恶意,,熟练骑马兵埴轮,,神地风暴,,虹人环,,管中的邪恶,汲取器幻影,,潮干珠,,符卡翻译名
八云蓝,八云,,,,弹幕天邪鬼,天邪鬼,,,,,,少女战士,,,,,,令人心跳的司空见惯幻想乡,,,,,,,,,,,意气洋洋,,,,,,,轮椅上的未来宇宙,,碟碎,椭弹,,内避,七符,地底的太阳,东方魔宝城,魔宝城,樱华院静,眩萨迦,平贺生然,艾普洛·拉格拉姆,,,挽歌,灵异珠,竹林组,永远亭,,桥姬,,森林大火,,,护法天童乱舞,,,极限火花,,木菟的咆哮,木菟,人类之笼,陷入疯狂,,一脉单传之弹幕,单传,闪光冲击,,大江山颪,,溃灭,天上天下连续勾拳,,完美冻结,天空铁锤落,阳光直射,,走火入魔,,华丽的老爹时代,,,凶恶的五线谱,墙壁移动术,,猿之手会做一个灵异的梦,,地狱之蚀,,大日如来的光辉,茗荷,七夕星节,七夕星祭,双重条纹,,不败的无尽兵团,,御柱摇曳弹,,无道的弹幕领土,,天真烂漫之星,底层的暴食,,月龙,,八方鬼缚阵
